REF_DATE,GEO,Statistic,Before-tax household income quintile,"Household expenditures, summary-level categories",UOM,COORDINATE,Expense,Family type,Age of older adult,Family income,Income
2010,Province 10,Average expenditure per household,Lowest quintile,Food purchased from restaurants,Dollars,C938,818.0,Couple families,0 to 24 years,"$10,000 and over",620.0
2010,Province 10,Average expenditure per household,Lowest quintile,Shelter,Dollars,C939,8129.0,Couple families,0 to 24 years,"$15,000 and over",580.0
2010,Province 10,Average expenditure per household,Lowest quintile,Principal accommodation,Dollars,C940,7881.0,Couple families,0 to 24 years,"$20,000 and over",530.0
2010,Province 10,Average expenditure per household,Lowest quintile,Rented living quarters,Dollars,C941,4396.0,Couple families,0 to 24 years,"$25,000 and over",470.0
2010,Province 10,Average expenditure per household,Lowest quintile,Owned living quarters,Dollars,C942,2321.0,Couple families,0 to 24 years,"$30,000 and over",410.0
2010,Province 10,Average expenditure per household,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C943,1163.0,Couple families,0 to 24 years,"$35,000 and over",350.0
2010,Province 10,Average expenditure per household,Lowest quintile,Other accommodation,Dollars,C944,,Couple families,0 to 24 years,"$40,000 and over",280.0
2010,Province 10,Average expenditure per household,Lowest quintile,Household operations,Dollars,C945,1900.0,Couple families,0 to 24 years,"$45,000 and over",230.0
2010,Province 10,Average expenditure per household,Lowest quintile,Communications,Dollars,C946,1007.0,Couple families,0 to 24 years,"$50,000 and over",180.0
2010,Province 10,Average expenditure per household,Lowest quintile,Household furnishings and equipment,Dollars,C947,1039.0,Couple families,0 to 24 years,"$60,000 and over",110.0
2010,Province 10,Average expenditure per household,Lowest quintile,Household furnishings,Dollars,C948,368.0,Couple families,0 to 24 years,"$70,000 and over",60.0
2010,Province 10,Average expenditure per household,Lowest quintile,Household equipment,Dollars,C949,,Couple families,0 to 24 years,"$75,000 and over",40.0
2010,Province 10,Average expenditure per household,Lowest quintile,Household appliances,Dollars,C950,172.0,Couple families,0 to 24 years,"$80,000 and over",30.0
2010,Province 10,Average expenditure per household,Lowest quintile,Clothing and accessories,Dollars,C951,1724.0,Couple families,0 to 24 years,"$90,000 and over",20.0
2010,Province 10,Average expenditure per household,Lowest quintile,Transportation,Dollars,C952,3874.0,Couple families,0 to 24 years,Median total income,36280.0
2010,Province 10,Average expenditure per household,Second quintile,Total expenditure,Dollars,C953,41620.0,Couple families,25 to 34 years,All income groups,5400.0
2010,Province 10,Average expenditure per household,Second quintile,Food purchased from stores,Dollars,C954,4301.0,Couple families,25 to 34 years,"Under $10,000",30.0
2010,Province 10,Average expenditure per household,Second quintile,Food purchased from restaurants,Dollars,C955,1762.0,Couple families,25 to 34 years,"$10,000 and over",5370.0
2010,Province 10,Average expenditure per household,Second quintile,Shelter,Dollars,C956,9657.0,Couple families,25 to 34 years,"$15,000 and over",5330.0
2010,Province 10,Average expenditure per household,Second quintile,Principal accommodation,Dollars,C957,9017.0,Couple families,25 to 34 years,"$20,000 and over",5270.0
2010,Province 10,Average expenditure per household,Second quintile,Rented living quarters,Dollars,C958,3468.0,Couple families,25 to 34 years,"$25,000 and over",5170.0
2010,Province 10,Average expenditure per household,Second quintile,Owned living quarters,Dollars,C959,3822.0,Couple families,25 to 34 years,"$30,000 and over",5040.0
2010,Province 10,Average expenditure per household,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C960,1727.0,Couple families,25 to 34 years,"$35,000 and over",4900.0
2010,Province 10,Average expenditure per household,Second quintile,Other accommodation,Dollars,C961,640.0,Couple families,25 to 34 years,"$40,000 and over",4690.0
2010,Province 10,Average expenditure per household,Second quintile,Household operations,Dollars,C962,2589.0,Couple families,25 to 34 years,"$45,000 and over",4440.0
2010,Province 10,Average expenditure per household,Second quintile,Communications,Dollars,C963,1392.0,Couple families,25 to 34 years,"$50,000 and over",4140.0
2010,Province 10,Average expenditure per household,Second quintile,Household furnishings and equipment,Dollars,C964,1123.0,Couple families,25 to 34 years,"$60,000 and over",3450.0
2010,Province 10,Average expenditure per household,Second quintile,Household furnishings,Dollars,C965,425.0,Couple families,25 to 34 years,"$70,000 and over",2720.0
2010,Province 10,Average expenditure per household,Second quintile,Household equipment,Dollars,C966,653.0,Couple families,25 to 34 years,"$75,000 and over",2360.0
2010,Province 10,Average expenditure per household,Second quintile,Household appliances,Dollars,C967,340.0,Couple families,25 to 34 years,"$80,000 and over",2030.0
2010,Province 10,Average expenditure per household,Second quintile,Clothing and accessories,Dollars,C968,2294.0,Couple families,25 to 34 years,"$90,000 and over",1480.0
2010,Province 10,Average expenditure per household,Second quintile,Transportation,Dollars,C969,6632.0,Couple families,25 to 34 years,Median total income,70470.0
2010,Province 10,Average expenditure per household,Third quintile,Total expenditure,Dollars,C970,59502.0,Couple families,35 to 44 years,All income groups,5750.0
2010,Province 10,Average expenditure per household,Third quintile,Food purchased from stores,Dollars,C971,5367.0,Couple families,35 to 44 years,"Under $10,000",30.0
2010,Province 10,Average expenditure per household,Third quintile,Food purchased from restaurants,Dollars,C972,1944.0,Couple families,35 to 44 years,"$10,000 and over",5730.0
2010,Province 10,Average expenditure per household,Third quintile,Shelter,Dollars,C973,12688.0,Couple families,35 to 44 years,"$15,000 and over",5710.0
2010,Province 10,Average expenditure per household,Third quintile,Principal accommodation,Dollars,C974,11195.0,Couple families,35 to 44 years,"$20,000 and over",5660.0
2010,Province 10,Average expenditure per household,Third quintile,Rented living quarters,Dollars,C975,2824.0,Couple families,35 to 44 years,"$25,000 and over",5590.0
2010,Province 10,Average expenditure per household,Third quintile,Owned living quarters,Dollars,C976,6293.0,Couple families,35 to 44 years,"$30,000 and over",5520.0
2010,Province 10,Average expenditure per household,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C977,2077.0,Couple families,35 to 44 years,"$35,000 and over",5440.0
2010,Province 10,Average expenditure per household,Third quintile,Other accommodation,Dollars,C978,1493.0,Couple families,35 to 44 years,"$40,000 and over",5320.0
2010,Province 10,Average expenditure per household,Third quintile,Household operations,Dollars,C979,3771.0,Couple families,35 to 44 years,"$45,000 and over",5170.0
2010,Province 10,Average expenditure per household,Third quintile,Communications,Dollars,C980,1697.0,Couple families,35 to 44 years,"$50,000 and over",4960.0
2010,Province 10,Average expenditure per household,Third quintile,Household furnishings and equipment,Dollars,C981,1610.0,Couple families,35 to 44 years,"$60,000 and over",4520.0
2010,Province 10,Average expenditure per household,Third quintile,Household furnishings,Dollars,C982,752.0,Couple families,35 to 44 years,"$70,000 and over",4000.0
2010,Province 10,Average expenditure per household,Third quintile,Household equipment,Dollars,C983,789.0,Couple families,35 to 44 years,"$75,000 and over",3690.0
2010,Province 10,Average expenditure per household,Third quintile,Household appliances,Dollars,C984,380.0,Couple families,35 to 44 years,"$80,000 and over",3380.0
2010,Province 10,Average expenditure per household,Third quintile,Clothing and accessories,Dollars,C985,3293.0,Couple families,35 to 44 years,"$90,000 and over",2790.0
2010,Province 10,Average expenditure per household,Third quintile,Transportation,Dollars,C986,9480.0,Couple families,35 to 44 years,Median total income,88780.0
2010,Province 10,Average expenditure per household,Fourth quintile,Total expenditure,Dollars,C987,76787.0,Couple families,45 to 54 years,All income groups,9080.0
2010,Province 10,Average expenditure per household,Fourth quintile,Food purchased from stores,Dollars,C988,6238.0,Couple families,45 to 54 years,"Under $10,000",40.0
2010,Province 10,Average expenditure per household,Fourth quintile,Food purchased from restaurants,Dollars,C989,2270.0,Couple families,45 to 54 years,"$10,000 and over",9040.0
2010,Province 10,Average expenditure per household,Fourth quintile,Shelter,Dollars,C990,14508.0,Couple families,45 to 54 years,"$15,000 and over",8990.0
2010,Province 10,Average expenditure per household,Fourth quintile,Principal accommodation,Dollars,C991,13374.0,Couple families,45 to 54 years,"$20,000 and over",8890.0
2010,Province 10,Average expenditure per household,Fourth quintile,Rented living quarters,Dollars,C992,828.0,Couple families,45 to 54 years,"$25,000 and over",8790.0
2010,Province 10,Average expenditure per household,Fourth quintile,Owned living quarters,Dollars,C993,10098.0,Couple families,45 to 54 years,"$30,000 and over",8690.0
2010,Province 10,Average expenditure per household,Fourth quintile,"Water, fuel and electricity for principal accommodation",Dollars,C994,2448.0,Couple families,45 to 54 years,"$35,000 and over",8590.0
2010,Province 10,Average expenditure per household,Fourth quintile,Other accommodation,Dollars,C995,1134.0,Couple families,45 to 54 years,"$40,000 and over",8430.0
2010,Province 10,Average expenditure per household,Fourth quintile,Household operations,Dollars,C996,4222.0,Couple families,45 to 54 years,"$45,000 and over",8250.0
2010,Province 10,Average expenditure per household,Fourth quintile,Communications,Dollars,C997,1919.0,Couple families,45 to 54 years,"$50,000 and over",8010.0
2010,Province 10,Average expenditure per household,Fourth quintile,Household furnishings and equipment,Dollars,C998,2142.0,Couple families,45 to 54 years,"$60,000 and over",7410.0
2010,Province 10,Average expenditure per household,Fourth quintile,Household furnishings,Dollars,C999,797.0,Couple families,45 to 54 years,"$70,000 and over",6730.0
2010,Province 10,Average expenditure per household,Fourth quintile,Household equipment,Dollars,C1000,1239.0,Couple families,45 to 54 years,"$75,000 and over",6350.0
2010,Province 10,Average expenditure per household,Fourth quintile,Household appliances,Dollars,C1001,444.0,Couple families,45 to 54 years,"$80,000 and over",5950.0
2010,Province 10,Average expenditure per household,Fourth quintile,Clothing and accessories,Dollars,C1002,3587.0,Couple families,45 to 54 years,"$90,000 and over",5180.0
2010,Province 10,Average expenditure per household,Fourth quintile,Transportation,Dollars,C1003,13729.0,Couple families,45 to 54 years,Median total income,98590.0
2010,Province 10,Average expenditure per household,Highest quintile,Total expenditure,Dollars,C1004,132920.0,Couple families,55 to 64 years,All income groups,9190.0
2010,Province 10,Average expenditure per household,Highest quintile,Food purchased from stores,Dollars,C1005,7665.0,Couple families,55 to 64 years,"Under $10,000",50.0
2010,Province 10,Average expenditure per household,Highest quintile,Food purchased from restaurants,Dollars,C1006,3665.0,Couple families,55 to 64 years,"$10,000 and over",9150.0
2010,Province 10,Average expenditure per household,Highest quintile,Shelter,Dollars,C1007,19015.0,Couple families,55 to 64 years,"$15,000 and over",9060.0
2010,Province 10,Average expenditure per household,Highest quintile,Principal accommodation,Dollars,C1008,16090.0,Couple families,55 to 64 years,"$20,000 and over",8890.0
2010,Province 10,Average expenditure per household,Highest quintile,Rented living quarters,Dollars,C1009,719.0,Couple families,55 to 64 years,"$25,000 and over",8760.0
2010,Province 10,Average expenditure per household,Highest quintile,Owned living quarters,Dollars,C1010,12319.0,Couple families,55 to 64 years,"$30,000 and over",8550.0
